id,name,brand_name,category_name,sub_category_name,slug,thumb_image,qty,sku,price,offer_price,offer_start_price,offer_end_price,product_type,status,is_approved,short_description,long_description,seo_title,seo_description,created_at
74,"Sony Elden Ring PS5 Game Disc",Sony,Electronics,"Game Disc",sony-elden-ring-ps5-game-disc,"uploads/2026-03-09_1773072606_69aef0deec741_sony elden ring ps5 game disc.jpg",95,SON-ELE-GME-018,69,58,2026-03-08,2026-03-29,top,1,1,"<b>Elden Ring PS5 Game Disc</b><p>Open world action RPG delivering challenging gameplay and rich fantasy exploration.</p>","<b>Sony Elden Ring PS5 Game Disc</b><p>This action RPG features expansive world exploration, intense combat mechanics, and immersive storytelling.</p>","Sony Elden Ring PS5 Game Disc","Shop Elden Ring PS5 Game Disc with epic open world gameplay.","2026-03-08 12:18:18"
75,"Sony NBA 2K24 PS5 Game Disc",Sony,Electronics,"Game Disc",sony-nba-2k24-ps5-game-disc,"uploads/2026-03-09_1773072663_69aef117355b6_sony nba 2k24 ps5 game disc.jpg",100,SON-ELE-GME-019,69,55,2026-03-08,2026-03-27,featured,1,1,"<b>NBA 2K24 PS5 Game Disc</b><p>Basketball simulation game delivering realistic gameplay and competitive sports experience.</p>","<b>Sony NBA 2K24 PS5 Game Disc</b><p>This basketball game provides realistic gameplay mechanics, official teams, and immersive sports competition.</p>","Sony NBA 2K24 PS5 Game Disc","Shop NBA 2K24 PS5 Game Disc with realistic basketball gameplay.","2026-03-08 12:18:30"
76,"Sony Call of Duty Modern Warfare III PS5 Game Disc",Sony,Electronics,"Game Disc",sony-call-of-duty-modern-warfare-iii-ps5-game-disc,"uploads/2026-03-09_1773072702_69aef13e6e2de_sony call of duty modern warfare iii ps5 game disc.jpg",110,SON-ELE-GME-020,69,57,2026-03-08,2026-03-29,best,1,1,"<b>Call of Duty Modern Warfare III PS5 Disc</b><p>First person shooter game delivering fast action gameplay and multiplayer combat.</p>","<b>Sony Call of Duty Modern Warfare III PS5 Game Disc</b><p>This shooter game offers cinematic missions, multiplayer combat, and modern warfare gameplay designed for PlayStation 5.</p>","Sony Call of Duty Modern Warfare III PS5 Game Disc","Shop Call of Duty Modern Warfare III PS5 Game Disc with intense action gameplay.","2026-03-08 12:18:46"
77,"Dell UltraSharp 24 Inch Monitor",Dell,"Computers & Laptops",Screen,dell-ultrasharp-24-inch-monitor,"uploads/2026-03-09_1773072737_69aef161838ac_dell ultrasharp 24 inch monitor.jpeg",45,DEL-CMP-SCR-001,219,189,2026-03-08,2026-03-28,featured,1,1,"<b>Dell UltraSharp 24 Inch Monitor</b><p>Professional desktop monitor designed for clear visuals, daily work, and comfortable screen viewing.</p>","<b>Dell UltraSharp 24 Inch Monitor</b><p>This monitor delivers sharp display quality, practical screen size, and reliable daily performance for office work, study, and general desktop use. It is suitable for users who want clean visuals and consistent viewing comfort.</p><p>A dependable choice for workstations, home office setups, and productivity focused computer users.</p>","Dell UltraSharp 24 Inch Monitor","Shop Dell UltraSharp 24 Inch Monitor with sharp display quality and comfortable everyday viewing.","2026-03-08 12:25:44"
78,"HP Wireless Office Keyboard",HP,"Computers & Laptops",Keyboard,hp-wireless-office-keyboard,"uploads/2026-03-09_1773072792_69aef198040e3_hp wireless office keyboard.jpg",70,HP-CMP-KEY-002,49,42,2026-03-08,2026-03-28,featured,1,1,"<b>HP Wireless Office Keyboard</b><p>Wireless keyboard designed for comfortable typing and efficient daily office work.</p>","<b>HP Wireless Office Keyboard</b><p>This wireless keyboard offers smooth typing, practical connectivity, and a clean layout suitable for work, study, and home office use. It is designed for users who want reliable everyday keyboard performance.</p><p>A practical accessory for productivity focused computer setups.</p>","HP Wireless Office Keyboard","Shop HP Wireless Office Keyboard with reliable typing comfort and wireless convenience.","2026-03-08 12:33:46"
79,"Lenovo Compact USB Keyboard",Lenovo,"Computers & Laptops",Keyboard,lenovo-compact-usb-keyboard,"uploads/2026-03-09_1773072826_69aef1ba69a34_lenovo compact usb keyboard.jpg",85,LEN-CMP-KEY-003,29,24,2026-03-08,2026-03-27,top,1,1,"<b>Lenovo Compact USB Keyboard</b><p>Compact wired keyboard made for efficient typing and practical desktop use.</p>","<b>Lenovo Compact USB Keyboard</b><p>This USB keyboard is designed for dependable daily typing with a compact shape and easy desktop integration. It works well for office tasks, study sessions, and regular computer use.</p><p>A simple and reliable input device for everyday workstations.</p>","Lenovo Compact USB Keyboard","Shop Lenovo Compact USB Keyboard for practical typing and reliable daily desktop use.","2026-03-08 12:33:46"
80,"Asus RGB Mechanical Gaming Keyboard",Asus,"Computers & Laptops",Keyboard,asus-rgb-mechanical-gaming-keyboard,"uploads/2026-03-09_1773072878_69aef1ee9a5f2_asus rgb mechanical gaming keyboard.jpg",55,ASU-CMP-KEY-004,109,95,2026-03-08,2026-03-29,best,1,1,"<b>Asus RGB Mechanical Gaming Keyboard</b><p>Mechanical gaming keyboard with RGB lighting and responsive key feedback.</p>","<b>Asus RGB Mechanical Gaming Keyboard</b><p>This gaming keyboard is built for fast input, tactile response, and comfortable extended use. The RGB lighting adds visual style while the mechanical switches provide responsive control for gaming and typing.</p><p>A strong option for users who want performance and style in one keyboard.</p>","Asus RGB Mechanical Gaming Keyboard","Shop Asus RGB Mechanical Gaming Keyboard with responsive switches and RGB lighting.","2026-03-08 12:33:46"
81,"Acer Slim Multimedia Keyboard",Acer,"Computers & Laptops",Keyboard,acer-slim-multimedia-keyboard,"uploads/2026-03-09_1773072942_69aef22e875e4_acer slim multimedia keyboard.jpg",75,ACE-CMP-KEY-005,39,32,2026-03-08,2026-03-27,featured,1,1,"<b>Acer Slim Multimedia Keyboard</b><p>Slim keyboard designed for comfortable typing and practical multimedia control.</p>","<b>Acer Slim Multimedia Keyboard</b><p>This keyboard combines a slim profile with comfortable daily input and simple multimedia functionality. It is suitable for office work, study, and home desktop setups.</p><p>A clean and practical keyboard for general computer use.</p>","Acer Slim Multimedia Keyboard","Shop Acer Slim Multimedia Keyboard for comfortable typing and daily desktop productivity.","2026-03-08 12:33:46"
82,"Dell Wireless Precision Mouse",Dell,"Computers & Laptops",Mouse,dell-wireless-precision-mouse,"uploads/2026-03-09_1773072998_69aef2668fe8e_dell wireless precision mouse.jpeg",80,DEL-CMP-MSE-006,34,28,2026-03-08,2026-03-28,featured,1,1,"<b>Dell Wireless Precision Mouse</b><p>Wireless mouse built for accurate cursor control and comfortable everyday use.</p>","<b>Dell Wireless Precision Mouse</b><p>This mouse offers stable wireless connectivity, comfortable handling, and responsive movement for office work, study, and regular browsing. It is designed for dependable daily desktop productivity.</p><p>A practical accessory for modern workstations and home office setups.</p>","Dell Wireless Precision Mouse","Shop Dell Wireless Precision Mouse with smooth control and everyday comfort.","2026-03-08 12:33:46"
83,"HP Bluetooth Silent Mouse",HP,"Computers & Laptops",Mouse,hp-bluetooth-silent-mouse,"uploads/2026-03-09_1773073033_69aef2897ad0f_hp bluetooth silent mouse.jpg",78,HP-CMP-MSE-007,29,24,2026-03-08,2026-03-27,top,1,1,"<b>HP Bluetooth Silent Mouse</b><p>Quiet wireless mouse designed for smooth navigation and low noise daily use.</p>","<b>HP Bluetooth Silent Mouse</b><p>This Bluetooth mouse is built for silent clicking, stable movement, and comfortable handling during office work, studying, and shared workspace use. It supports practical everyday productivity with less distraction.</p><p>A useful accessory for quiet and efficient computer use.</p>","HP Bluetooth Silent Mouse","Shop HP Bluetooth Silent Mouse for quiet clicks and smooth everyday productivity.","2026-03-08 12:33:46"
84,"Lenovo Precision Optical Mouse",Lenovo,"Computers & Laptops",Mouse,lenovo-precision-optical-mouse,"uploads/2026-03-09_1773073060_69aef2a474bfe_lenovo precision optical mouse.webp",82,LEN-CMP-MSE-008,24,19,2026-03-08,2026-03-27,featured,1,1,"<b>Lenovo Precision Optical Mouse</b><p>Optical mouse designed for precise movement and dependable daily desktop control.</p>","<b>Lenovo Precision Optical Mouse</b><p>This mouse provides accurate tracking and comfortable hand feel for office work, online study, and routine desktop tasks. It is suited for users who want a reliable input device for everyday productivity.</p><p>A practical mouse for consistent computer use.</p>","Lenovo Precision Optical Mouse","Shop Lenovo Precision Optical Mouse with accurate tracking and dependable daily performance.","2026-03-08 12:33:46"
85,"Acer RGB Gaming Mouse",Acer,"Computers & Laptops",Mouse,acer-rgb-gaming-mouse,"uploads/2026-03-09_1773073102_69aef2ce78ab7_acer rgb gaming mouse.webp",68,ACE-CMP-MSE-009,42,35,2026-03-08,2026-03-29,best,1,1,"<b>Acer RGB Gaming Mouse</b><p>Gaming mouse designed for fast response, smooth tracking, and ergonomic control.</p>","<b>Acer RGB Gaming Mouse</b><p>This mouse is made for gamers and active users who want responsive control, comfortable grip, and stable tracking performance. The RGB lighting adds a modern visual touch to desktop setups.</p><p>A strong option for gaming and general high speed computer use.</p>","Acer RGB Gaming Mouse","Shop Acer RGB Gaming Mouse with responsive tracking and ergonomic gaming design.","2026-03-08 12:33:46"
86,"HP Full HD 22 Inch Monitor",HP,"Computers & Laptops",Screen,hp-full-hd-22-inch-monitor,"uploads/2026-03-09_1773073172_69aef314aeaf2_hp full hd 22 inch monitor.jpeg",48,HP-CMP-SCR-010,149,129,2026-03-08,2026-03-27,featured,1,1,"<b>HP Full HD 22 Inch Monitor</b><p>Compact monitor designed for daily office work, study, and clear screen viewing.</p>","<b>HP Full HD 22 Inch Monitor</b><p>This monitor provides practical screen clarity and comfortable everyday viewing for document work, browsing, online classes, and home office tasks. It is suitable for users who want a balanced and compact display solution.</p><p>A dependable monitor for routine desktop productivity.</p>","HP Full HD 22 Inch Monitor","Shop HP Full HD 22 Inch Monitor with clear display quality for daily productivity.","2026-03-08 12:33:46"
87,"Lenovo IPS Office Monitor 24 Inch",Lenovo,"Computers & Laptops",Screen,lenovo-ips-office-monitor-24-inch,"uploads/2026-03-09_1773073238_69aef35644d10_lenovo ips office monitor 24 inch.jpeg",44,LEN-CMP-SCR-011,179,155,2026-03-08,2026-03-28,top,1,1,"<b>Lenovo IPS Office Monitor 24 Inch</b><p>Office monitor designed for sharp visuals, comfortable viewing, and productive desktop work.</p>","<b>Lenovo IPS Office Monitor 24 Inch</b><p>This IPS monitor offers reliable display clarity and comfortable screen viewing for professional work, study, and daily computer tasks. Its practical size makes it suitable for office desks and home workstations.</p><p>A useful display solution for productivity focused users.</p>","Lenovo IPS Office Monitor 24 Inch","Shop Lenovo IPS Office Monitor 24 Inch with clear visuals and comfortable daily viewing.","2026-03-08 12:33:46"
88,"Asus Full HD Gaming Monitor 27 Inch",Asus,"Computers & Laptops",Screen,asus-full-hd-gaming-monitor-27-inch,"uploads/2026-03-09_1773073286_69aef38679d0d_asus full hd gaming monitor 27 inch.webp",38,ASU-CMP-SCR-012,229,199,2026-03-08,2026-03-29,best,1,1,"<b>Asus Full HD Gaming Monitor 27 Inch</b><p>Gaming monitor built for sharp visuals, smooth display performance, and immersive screen experience.</p>","<b>Asus Full HD Gaming Monitor 27 Inch</b><p>This monitor is designed for gaming, entertainment, and extended desktop use with a large display area and practical visual clarity. It suits users who want responsive visuals and a more immersive setup.</p><p>A strong choice for gaming desks and multimedia use.</p>","Asus Full HD Gaming Monitor 27 Inch","Shop Asus Full HD Gaming Monitor 27 Inch with smooth visuals and immersive display quality.","2026-03-08 12:33:46"
89,"Dell USB Stereo Desktop Speaker",Dell,"Computers & Laptops",Speaker,dell-usb-stereo-desktop-speaker,"uploads/2026-03-09_1773074533_69aef8657f0ee_dell usb stereo desktop speaker.jpg",62,DEL-CMP-SPK-013,39,32,2026-03-08,2026-03-27,featured,1,1,"<b>Dell USB Stereo Desktop Speaker</b><p>Desktop speaker designed for clear audio output and practical everyday computer use.</p>","<b>Dell USB Stereo Desktop Speaker</b><p>This desktop speaker provides balanced audio for video calls, music playback, and everyday multimedia use. It is suited for office desks, study setups, and simple home computer use.</p><p>A practical audio accessory for routine desktop listening.</p>","Dell USB Stereo Desktop Speaker","Shop Dell USB Stereo Desktop Speaker for clear everyday desktop audio.","2026-03-08 12:33:46"
90,"HP Multimedia Computer Speaker",HP,"Computers & Laptops",Speaker,hp-multimedia-computer-speaker,"uploads/2026-03-09_1773074576_69aef89043e1b_hp multimedia computer speaker.jpg",58,HP-CMP-SPK-014,34,28,2026-03-08,2026-03-27,top,1,1,"<b>HP Multimedia Computer Speaker</b><p>Compact speaker system built for daily multimedia playback and clear desktop sound.</p>","<b>HP Multimedia Computer Speaker</b><p>This speaker is designed for users who want simple audio support for music, videos, online meetings, and general computer entertainment. It fits easily into office desks and study environments.</p><p>A reliable speaker for everyday desktop listening needs.</p>","HP Multimedia Computer Speaker","Shop HP Multimedia Computer Speaker with compact design and clear desktop sound.","2026-03-08 12:33:46"
91,"Lenovo Compact Desktop Speaker",Lenovo,"Computers & Laptops",Speaker,lenovo-compact-desktop-speaker,"uploads/2026-03-09_1773074615_69aef8b78b90e_lenovo compact desktop speaker.jpg",60,LEN-CMP-SPK-015,32,26,2026-03-08,2026-03-26,featured,1,1,"<b>Lenovo Compact Desktop Speaker</b><p>Compact speaker designed for casual listening, calls, and daily desktop audio support.</p>","<b>Lenovo Compact Desktop Speaker</b><p>This desktop speaker offers practical sound performance for everyday use, including meetings, study sessions, and music playback. Its compact design works well in limited desk space.</p><p>A useful audio accessory for regular computer users.</p>","Lenovo Compact Desktop Speaker","Shop Lenovo Compact Desktop Speaker with practical sound for everyday computer use.","2026-03-08 12:33:46"
92,"Sony Desktop Stereo Speaker System",Sony,"Computers & Laptops",Speaker,sony-desktop-stereo-speaker-system,"uploads/2026-03-09_1773074640_69aef8d0bd54f_sony desktop stereo speaker system.jpg",52,SON-CMP-SPK-016,69,59,2026-03-08,2026-03-28,best,1,1,"<b>Sony Desktop Stereo Speaker System</b><p>Stereo speaker system built for richer desktop sound and everyday multimedia use.</p>","<b>Sony Desktop Stereo Speaker System</b><p>This speaker system provides fuller audio output for music, videos, and multimedia playback on desktop setups. It is suitable for users who want improved listening quality for daily entertainment and computer use.</p><p>A strong option for casual desktop audio enhancement.</p>","Sony Desktop Stereo Speaker System","Shop Sony Desktop Stereo Speaker System for richer desktop sound and multimedia playback.","2026-03-08 12:33:46"
93,"Acer Office Wireless Mouse",Acer,"Computers & Laptops",Mouse,acer-office-wireless-mouse,"uploads/2026-03-09_1773074680_69aef8f864ed4_acer office wireless mouse.jpg",76,ACE-CMP-MSE-017,27,22,2026-03-08,2026-03-26,new_arrival,1,1,"<b>Acer Office Wireless Mouse</b><p>Wireless mouse designed for comfortable daily use and dependable computer control.</p>","<b>Acer Office Wireless Mouse</b><p>This wireless mouse offers practical grip, smooth movement, and stable daily performance for office work, browsing, and regular computer tasks. It is ideal for users who want simple wireless convenience in desktop setups.</p><p>A reliable mouse for productivity focused use.</p>","Acer Office Wireless Mouse","Shop Acer Office Wireless Mouse with smooth control and practical daily comfort.","2026-03-08 12:33:46"
94,"Dell Professional Wired Keyboard",Dell,"Computers & Laptops",Keyboard,dell-professional-wired-keyboard,"uploads/2026-03-09_1773074723_69aef9233e59d_dell professional wired keyboard.jpg",74,DEL-CMP-KEY-018,35,29,2026-03-08,2026-03-27,featured,1,1,"<b>Dell Professional Wired Keyboard</b><p>Professional wired keyboard designed for reliable typing and everyday office productivity.</p>","<b>Dell Professional Wired Keyboard</b><p>This wired keyboard provides practical typing comfort, stable connection, and a clean professional layout for office tasks, data entry, and routine work. It is suitable for users who want consistent input performance without wireless setup.</p><p>A dependable keyboard for daily desktop productivity.</p>","Dell Professional Wired Keyboard","Shop Dell Professional Wired Keyboard with reliable typing and stable office performance.","2026-03-08 12:33:46"
95,"Loreal Matte Lipstick Red Velvet",Loreal,"Health & Beauty",Makeup,loreal-matte-lipstick-red-velvet,"uploads/2026-03-09_1773074839_69aef997e01a3_loreal matte lipstick red velvet.webp",120,LOR-HAB-LIP-001,19,16,2026-03-08,2026-03-29,featured,1,1,"<b>Loreal Matte Lipstick Red Velvet</b><p>Classic matte lipstick designed for rich color coverage and long lasting wear.</p>","<b>Loreal Matte Lipstick Red Velvet</b><p>This lipstick provides smooth application, vibrant pigmentation, and a comfortable matte finish suitable for everyday makeup looks or evening style. The creamy formula helps maintain lip hydration while delivering bold color impact.</p><p>A reliable makeup product for users who enjoy elegant and long lasting lip color.</p>","Loreal Matte Lipstick Red Velvet","Shop Loreal Matte Lipstick Red Velvet with smooth matte finish and vibrant color.","2026-03-08 12:58:25"
96,"Gucci Beauty Satin Lipstick Rose Bloom","Gucci Beauty","Health & Beauty",Makeup,gucci-beauty-satin-lipstick-rose-bloom,"uploads/2026-03-09_1773074948_69aefa04a8d7b_gucci beauty satin lipstick rose bloom.webp",120,GB-HAB-LIP-001,45,39,2026-03-08,2026-03-29,featured,1,1,"<b>Gucci Beauty Satin Lipstick</b><p>Luxury lipstick with smooth satin finish and elegant everyday color.</p>","<b>Gucci Beauty Satin Lipstick Rose Bloom</b><p>This premium lipstick delivers rich color payoff with a silky satin texture. It is designed for comfortable daily wear while giving lips a polished and refined look.</p><p>A suitable choice for customers who want a luxury makeup product with elegant finish and soft application.</p>","Gucci Beauty Satin Lipstick Rose Bloom","Shop Gucci Beauty Satin Lipstick Rose Bloom with elegant satin finish and luxury color payoff.","2026-03-08 14:05:04"
97,"YSL Beauty Velvet Matte Lipstick Ruby","YSL Beauty","Health & Beauty",Makeup,ysl-beauty-velvet-matte-lipstick-ruby,"uploads/2026-03-09_1773075064_69aefa7817c92_ysl beauty velvet matte lipstick ruby.webp",115,YSL-HAB-LIP-001,42,36,2026-03-08,2026-03-29,featured,1,1,"<b>YSL Beauty Velvet Matte Lipstick</b><p>Elegant matte lipstick created for bold color and long lasting wear.</p>","<b>YSL Beauty Velvet Matte Lipstick Ruby</b><p>This lipstick offers a velvety matte finish with vibrant pigmentation and comfortable application. It works well for both classic daily looks and evening makeup styles.</p><p>A strong option for users who want premium lip color with modern matte texture.</p>","YSL Beauty Velvet Matte Lipstick Ruby","Shop YSL Beauty Velvet Matte Lipstick Ruby with bold color and smooth matte finish.","2026-03-08 14:05:04"
98,"Dior Beauty Rouge Lipstick Crimson","Dior Beauty","Health & Beauty",Makeup,dior-beauty-rouge-lipstick-crimson,"uploads/2026-03-09_1773075139_69aefac395f29_dior beauty rouge lipstick crimson.jpg",110,DIO-HAB-LIP-001,48,40,2026-03-08,2026-03-29,best,1,1,"<b>Dior Beauty Rouge Lipstick</b><p>Luxury lipstick designed for intense pigment and a refined creamy finish.</p>","<b>Dior Beauty Rouge Lipstick Crimson</b><p>This lipstick combines bold color intensity with a soft creamy texture for elegant wear. It is suitable for users who enjoy premium lip products with classic luxury styling.</p><p>An ideal product for sophisticated makeup collections and statement lip looks.</p>","Dior Beauty Rouge Lipstick Crimson","Shop Dior Beauty Rouge Lipstick Crimson with rich pigment and creamy luxury finish.","2026-03-08 14:05:04"
99,"Chanel Beauty Hydrating Lipstick Pink","Chanel Beauty","Health & Beauty",Makeup,chanel-beauty-hydrating-lipstick-pink,"uploads/2026-03-09_1773075236_69aefb24cfdef_chanel beauty hydrating lipstick pink.webp",105,CHA-HAB-LIP-001,50,44,2026-03-08,2026-03-29,featured,1,1,"<b>Chanel Beauty Hydrating Lipstick</b><p>Moisturizing lipstick with elegant color and comfortable wear.</p>","<b>Chanel Beauty Hydrating Lipstick Pink</b><p>This hydrating lipstick is made for users who want soft lip comfort with premium color finish. Its smooth formula supports everyday makeup routines while maintaining a polished luxury appearance.</p><p>A refined lip product for natural elegance and daily beauty use.</p>","Chanel Beauty Hydrating Lipstick Pink","Shop Chanel Beauty Hydrating Lipstick Pink with soft moisture and elegant color finish.","2026-03-08 14:05:04"
100,"MAC Cosmetics Matte Lipstick Retro Red","MAC Cosmetics","Health & Beauty",Makeup,mac-cosmetics-matte-lipstick-retro-red,"uploads/2026-03-09_1773075324_69aefb7c928e5_mac cosmetics matte lipstick retro red.jpg",125,MAC-HAB-LIP-001,30,26,2026-03-08,2026-03-29,top,1,1,"<b>MAC Cosmetics Matte Lipstick</b><p>Professional matte lipstick with bold color and smooth application.</p>","<b>MAC Cosmetics Matte Lipstick Retro Red</b><p>This lipstick offers strong pigmentation and a classic matte finish suitable for professional makeup looks. It is designed for long lasting wear and balanced comfort throughout the day.</p><p>A practical choice for customers who enjoy iconic lip color in a trusted makeup brand.</p>","MAC Cosmetics Matte Lipstick Retro Red","Shop MAC Cosmetics Matte Lipstick Retro Red with bold professional color and classic matte finish.","2026-03-08 14:05:04"
101,"Maybelline SuperStay Matte Ink Lipstick",Maybelline,"Health & Beauty",Makeup,maybelline-superstay-matte-ink-lipstick,"uploads/2026-03-09_1773075395_69aefbc3553de_maybelline superstay matte ink lipstick.webp",140,MAY-HAB-LIP-001,18,15,2026-03-08,2026-03-29,featured,1,1,"<b>Maybelline SuperStay Matte Ink Lipstick</b><p>Long lasting lipstick made for intense color and durable matte wear.</p>","<b>Maybelline SuperStay Matte Ink Lipstick</b><p>This lipstick is designed for strong staying power and vivid color payoff. It suits users who want affordable makeup with dependable matte finish for long daily use.</p><p>A popular choice for practical beauty routines and bold lip styling.</p>","Maybelline SuperStay Matte Ink Lipstick","Shop Maybelline SuperStay Matte Ink Lipstick with vivid color and reliable long wear.","2026-03-08 14:05:04"
102,"Estee Lauder Pure Color Lipstick Nude","Estee Lauder","Health & Beauty",Makeup,estee-lauder-pure-color-lipstick-nude,"uploads/2026-03-09_1773075462_69aefc0621a4a_estee lauder pure color lipstick nude.jpg",100,EST-HAB-LIP-001,38,33,2026-03-08,2026-03-29,featured,1,1,"<b>Estee Lauder Pure Color Lipstick</b><p>Elegant lipstick with smooth texture and luxurious nude tone.</p>","<b>Estee Lauder Pure Color Lipstick Nude</b><p>This lipstick offers soft creamy application with balanced color and premium finish. It is well suited for everyday makeup, office looks, and clean modern beauty styles.</p><p>A refined lipstick option for customers who prefer subtle luxury tones.</p>","Estee Lauder Pure Color Lipstick Nude","Shop Estee Lauder Pure Color Lipstick Nude with smooth texture and elegant daily color.","2026-03-08 14:05:04"
103,"Clinique Pop Lipstick Berry",Clinique,"Health & Beauty",Makeup,clinique-pop-lipstick-berry,"uploads/2026-03-09_1773075539_69aefc5364eef_clinique pop lipstick berry.jpg",95,CLI-HAB-LIP-001,28,24,2026-03-08,2026-03-29,top,1,1,"<b>Clinique Pop Lipstick</b><p>Hydrating lipstick with vibrant berry tone and smooth finish.</p>","<b>Clinique Pop Lipstick Berry</b><p>This lipstick is designed to keep lips soft while delivering noticeable color with comfortable wear. It is suitable for users who want a moisturizing lip product for everyday beauty routines.</p><p>A balanced choice between color impact and lip comfort.</p>","Clinique Pop Lipstick Berry","Shop Clinique Pop Lipstick Berry with hydrating formula and bright everyday berry color.","2026-03-08 14:05:04"
104,"MAC Cosmetics Studio Fix Foundation","MAC Cosmetics","Health & Beauty",Makeup,mac-cosmetics-studio-fix-foundation,"uploads/2026-03-09_1773075604_69aefc94de3bb_mac cosmetics studio fix foundation.jpg",90,MAC-HAB-FND-001,40,35,2026-03-08,2026-03-29,best,1,1,"<b>MAC Cosmetics Studio Fix Foundation</b><p>Professional foundation designed for smooth coverage and natural matte finish.</p>","<b>MAC Cosmetics Studio Fix Foundation</b><p>This foundation provides medium to full coverage with a balanced matte result suitable for daily makeup and professional use. It is ideal for users who want dependable performance and polished complexion support.</p><p>A strong foundation choice for consistent makeup results.</p>","MAC Cosmetics Studio Fix Foundation","Shop MAC Cosmetics Studio Fix Foundation with smooth coverage and professional matte finish.","2026-03-08 14:05:04"
105,"Maybelline Fit Me Liquid Foundation",Maybelline,"Health & Beauty",Makeup,maybelline-fit-me-liquid-foundation,"uploads/2026-03-09_1773075657_69aefcc919ecc_maybelline fit me liquid foundation.webp",130,MAY-HAB-FND-001,15,12,2026-03-08,2026-03-29,featured,1,1,"<b>Maybelline Fit Me Liquid Foundation</b><p>Lightweight foundation with natural coverage for everyday makeup use.</p>","<b>Maybelline Fit Me Liquid Foundation</b><p>This liquid foundation blends easily into the skin and provides a natural finish suitable for simple daily routines. It is a practical choice for users who want affordable makeup with clean coverage.</p><p>A dependable product for casual and everyday beauty looks.</p>","Maybelline Fit Me Liquid Foundation","Shop Maybelline Fit Me Liquid Foundation with lightweight texture and natural daily coverage.","2026-03-08 14:05:04"
106,"YSL Beauty Lash Volume Mascara","YSL Beauty","Health & Beauty",Makeup,ysl-beauty-lash-volume-mascara,"uploads/2026-03-09_1773075692_69aefcec75ecd_ysl beauty lash volume mascara.jpeg",80,YSL-MKP-MAS-011,39,34,2026-03-08,2026-03-29,featured,1,1,"<b>YSL Lash Volume Mascara</b><p>Premium mascara for fuller lashes.</p>","<b>YSL Beauty Lash Volume Mascara</b><p>Designed to enhance lash volume and definition for elegant eye makeup looks.</p>","YSL Lash Volume Mascara","Shop YSL Beauty Lash Volume Mascara for fuller lashes and premium eye makeup.","2026-03-08 14:09:36"
107,"Maybelline Sky High Mascara",Maybelline,"Health & Beauty",Makeup,maybelline-sky-high-mascara,"uploads/2026-03-09_1773075719_69aefd0790f49_maybelline sky high mascara.jpg",130,MAY-MKP-MAS-012,16,13,2026-03-08,2026-03-29,top,1,1,"<b>Maybelline Sky High Mascara</b><p>Lengthening mascara with lightweight formula.</p>","<b>Maybelline Sky High Mascara</b><p>Popular mascara designed for long lashes and easy everyday makeup use.</p>","Maybelline Sky High Mascara","Buy Maybelline Sky High Mascara for longer lashes and bold eye makeup.","2026-03-08 14:09:36"
108,"Gucci Beauty Glow Highlighter","Gucci Beauty","Health & Beauty",Makeup,gucci-beauty-glow-highlighter,"uploads/2026-03-09_1773075759_69aefd2f61581_gucci beauty glow highlighter.webp",60,GB-MKP-HLT-013,52,45,2026-03-08,2026-03-29,featured,1,1,"<b>Gucci Beauty Highlighter</b><p>Luxury face highlighter with radiant glow.</p>","<b>Gucci Beauty Glow Highlighter</b><p>Silky highlighting powder delivering luminous glow for elegant makeup finish.</p>","Gucci Beauty Glow Highlighter","Shop Gucci Beauty Glow Highlighter for luminous luxury glow.","2026-03-08 14:09:36"
109,"MAC Cosmetics Powder Blush Coral","MAC Cosmetics","Health & Beauty",Makeup,mac-cosmetics-powder-blush-coral,"uploads/2026-03-09_1773075826_69aefd720e3e0_mac cosmetics powder blush coral.jpg",75,MAC-MKP-BLS-014,28,24,2026-03-08,2026-03-29,featured,1,1,"<b>MAC Powder Blush</b><p>Highly pigmented powder blush.</p>","<b>MAC Cosmetics Powder Blush Coral</b><p>Professional blush delivering smooth blend and natural cheek color.</p>","MAC Powder Blush Coral","Shop MAC Cosmetics Powder Blush Coral with smooth blendable color.","2026-03-08 14:09:36"
110,"Dior Beauty Backstage Face Powder","Dior Beauty","Health & Beauty",Makeup,dior-beauty-backstage-face-powder,"uploads/2026-03-09_1773075885_69aefdad4b6d2_dior beauty backstage face powder.webp",55,DIOR-MKP-POW-015,55,48,2026-03-08,2026-03-29,best,1,1,"<b>Dior Backstage Face Powder</b><p>Professional face powder for smooth complexion.</p>","<b>Dior Beauty Backstage Face Powder</b><p>Lightweight setting powder designed to refine skin texture and control shine.</p>","Dior Backstage Face Powder","Shop Dior Beauty Backstage Face Powder for professional makeup finish.","2026-03-08 14:09:36"
111,"Chanel Beauty Compact Powder","Chanel Beauty","Health & Beauty",Makeup,chanel-beauty-compact-powder,"uploads/2026-03-09_1773075956_69aefdf400022_chanel beauty compact powder.webp",50,CH-MKP-POW-016,58,50,2026-03-08,2026-03-29,featured,1,1,"<b>Chanel Compact Powder</b><p>Luxury compact face powder.</p>","<b>Chanel Beauty Compact Powder</b><p>Soft face powder designed for smooth matte complexion.</p>","Chanel Compact Powder","Buy Chanel Beauty Compact Powder for smooth luxury finish.","2026-03-08 14:09:36"
