product_id,product_name,brand_name,category_name,sub_category_name,slug,thumb_image,qty,sku,price,offer_price,offer_start_price,offer_end_price,product_type,status,is_approved,short_description,long_description,seo_title,seo_description,created_at
56,apple magnetic battery pack,Apple,Mobile Phones,Battery,apple-magnetic-battery-pack,uploads/2026-03-09_1773070338_69aee80233800_apple magnetic battery pack.webp,55,app-mob-bat-015,69,59,2026-03-08,2026-03-25,best,1,1,apple magnetic battery packcompact battery pack designed for convenient portable charging and daily mobile power support.,"apple magnetic battery packthis magnetic battery pack offers practical charging support for compatible apple devices while keeping portability and convenience in focus. it is suitable for travel, office use, and daily routines where extra battery life is needed.a clean and practical charging accessory for modern smartphone users.",apple magnetic battery pack,shop apple magnetic battery pack for portable charging and convenient daily battery support.,2026-03-08 11:48:52
57,samsung galaxy watch 6 smart watch,Samsung,Electronics,Smart Watch,samsung-galaxy-watch-6-smart-watch,uploads/2026-03-09_1773070455_69aee8771c9ac_samsung galaxy watch 6 smart watch-2.jpg,65,sam-ele-smw-001,299,259,2026-03-08,2026-03-26,featured,1,1,"samsung galaxy watch 6 smart watchmodern smart watch designed for fitness tracking, daily notifications, and comfortable wearable use.","samsung galaxy watch 6 smart watchthis smart watch combines stylish wearable design with practical daily features such as activity tracking, health monitoring, and smartphone notifications. it is suitable for users who want convenience, connectivity, and everyday smart support.a reliable option for customers looking for a balanced smartwatch experience with fitness-focused functionality.",samsung galaxy watch 6 smart watch,shop samsung galaxy watch 6 smart watch with fitness tracking and smart daily connectivity.,2026-03-08 12:00:26
58,xiaomi smart fitness watch pro,Xiaomi,Electronics,Smart Watch,xiaomi-smart-fitness-watch-pro,uploads/2026-03-09_1773070566_69aee8e65c6d1_xiaomi smart fitness watch pro-2.jpg,90,xia-ele-smw-002,159,129,2026-03-08,2026-03-27,featured,1,1,"xiaomi smart fitness watch prosmart fitness watch designed for activity tracking, notifications, and everyday wearable comfort.","xiaomi smart fitness watch prothis smartwatch offers practical health monitoring, step tracking, and daily notification features in a lightweight wearable design. it is ideal for users who want a balance of fitness support and mobile connectivity.",xiaomi smart fitness watch pro,shop xiaomi smart fitness watch pro with activity tracking and everyday smart wearable features.,2026-03-08 12:03:01
59,sony playstation 5 gaming console,Sony,Electronics,Gaming console,sony-playstation-5-gaming-console,uploads/2026-03-09_1773070641_69aee931a161c_sony playstation 5 gaming console-2.jpg,35,son-ele-con-003,499,459,2026-03-08,2026-03-26,best,1,1,"sony playstation 5 gaming consolenext-generation gaming console built for immersive graphics, fast performance, and advanced gameplay.","sony playstation 5 gaming consolethe playstation 5 delivers high-speed performance, realistic graphics, and an immersive gaming experience. it supports advanced gameplay mechanics and modern entertainment features.",sony playstation 5 gaming console,shop sony playstation 5 gaming console with powerful performance and immersive gaming experience.,2026-03-08 12:05:03
60,sony playstation 5 dualsense controller,Sony,Electronics,Gaming console,sony-playstation-5-dualsense-controller,uploads/2026-03-09_1773070731_69aee98b410bc_sony playstation 5 dualsense controller.jpeg,80,son-ele-con-004,69,59,2026-03-08,2026-03-28,top,1,1,dualsense controlleradvanced wireless gaming controller designed for immersive playstation gameplay.,"sony playstation 5 dualsense controllerthis wireless controller offers precise controls, responsive feedback, and ergonomic comfort for extended gaming sessions.",sony playstation 5 dualsense controller,shop sony playstation 5 dualsense controller with responsive gaming control and ergonomic design.,2026-03-08 12:05:29
61,sony spider-man 2 ps5 game disc,Sony,Electronics,Game Disc,sony-spider-man-2-ps5-game-disc,uploads/2026-03-09_1773070868_69aeea149ba06_sony spider-man 2 ps5 game disc.jpeg,120,son-ele-gme-005,59,49,2026-03-08,2026-03-29,featured,1,1,spider-man 2 ps5 game discaction adventure game delivering cinematic gameplay and immersive storytelling.,"sony spider-man 2 ps5 game discthis playstation 5 game offers high-speed action, cinematic storytelling, and engaging superhero gameplay.",sony spider-man 2 ps5 game disc,shop spider-man 2 ps5 game disc with immersive action and exciting gameplay.,2026-03-08 12:05:45
62,sony gran turismo 7 ps5 game disc,Sony,Electronics,Game Disc,sony-gran-turismo-7-ps5-game-disc,uploads/2026-03-09_1773071749_69aeed85d00c7_sony gran turismo 7 ps5 game disc.webp,110,son-ele-gme-006,59,48,2026-03-08,2026-03-27,top,1,1,gran turismo 7 ps5 game discracing simulation game designed for realistic driving and competitive gameplay.,"sony gran turismo 7 ps5 game discthis racing simulation game provides detailed driving physics, immersive tracks, and competitive racing gameplay.",sony gran turismo 7 ps5 game disc,shop gran turismo 7 ps5 game disc with realistic racing gameplay and immersive tracks.,2026-03-08 12:05:59
63,xiaomi redmi smart watch lite,Xiaomi,Electronics,Smart Watch,xiaomi-redmi-smart-watch-lite,uploads/2026-03-09_1773071813_69aeedc5e81a0_xiaomi redmi smart watch lite-2.jpg,95,xia-ele-smw-007,129,99,2026-03-08,2026-03-28,featured,1,1,xiaomi redmi smart watch litelightweight smartwatch designed for fitness tracking and everyday smart notifications.,"xiaomi redmi smart watch litethis smartwatch provides essential health monitoring, step tracking, and message notifications in a comfortable wearable design. it is ideal for daily activity tracking and casual smartwatch users.",xiaomi redmi smart watch lite,shop xiaomi redmi smart watch lite with health tracking and daily smart features.,2026-03-08 12:07:33
64,samsung galaxy fit 3 smart fitness band,Samsung,Electronics,Smart Watch,samsung-galaxy-fit-3-smart-fitness-band,uploads/2026-03-09_1773071880_69aeee08b8cea_samsung galaxy fit 3 smart fitness band.jpg,120,sam-ele-smw-008,89,69,2026-03-08,2026-03-27,top,1,1,samsung galaxy fit 3fitness tracker built for health monitoring and daily activity tracking.,"samsung galaxy fit 3 smart fitness bandthis smart fitness band helps track workouts, daily steps, heart rate, and sleep patterns while maintaining a lightweight wearable design.",samsung galaxy fit 3 smart fitness band,shop samsung galaxy fit 3 smart fitness band with reliable activity and health tracking.,2026-03-08 12:07:59
65,sony playstation 5 digital edition console,Sony,Electronics,Gaming console,sony-playstation-5-digital-edition-console,uploads/2026-03-09_1773072014_69aeee8edf76b_sony playstation 5 digital edition console.jpg,30,son-ele-con-009,449,409,2026-03-08,2026-03-27,best,1,1,playstation 5 digital editionnext generation digital gaming console designed for immersive gameplay.,"sony playstation 5 digital editionthis console delivers fast load speeds, immersive graphics, and smooth gaming performance without requiring physical game discs.",sony playstation 5 digital edition,shop sony playstation 5 digital edition console for high performance gaming.,2026-03-08 12:08:48
66,sony horizon forbidden west ps5 game disc,Sony,Electronics,Game Disc,sony-horizon-forbidden-west-ps5-game-disc,uploads/2026-03-09_1773072089_69aeeed919394_sony horizon forbidden west ps5 game disc.jpg,85,son-ele-gme-010,69,59,2026-03-08,2026-03-27,featured,1,1,horizon forbidden west ps5 discopen world adventure game with cinematic storytelling and immersive gameplay.,"sony horizon forbidden west ps5 game discthis action adventure game offers expansive exploration, advanced combat mechanics, and a rich narrative experience.",sony horizon forbidden west ps5 game disc,shop horizon forbidden west ps5 game disc for immersive adventure gameplay.,2026-03-08 12:09:04
67,sony god of war ragnarok ps5 game disc,Sony,Electronics,Game Disc,sony-god-of-war-ragnarok-ps5-game-disc,uploads/2026-03-09_1773072170_69aeef2a938c6_sony god of war ragnarok ps5 game disc.webp,90,son-ele-gme-011,69,57,2026-03-08,2026-03-27,top,1,1,sony god of war ragnarok ps5 game disc with action adventure gameplay and strong story experience.,"sony god of war ragnarok ps5 game disc. this edition offers action adventure gameplay, cinematic combat, and a story driven journey. it is a strong choice for players who enjoy mythological themes, character progression, and console game collection.",sony god of war ragnarok ps5 game disc,shop god of war ragnarok ps5 game disc with cinematic gameplay.,2026-03-08 12:09:18
68,sony final fantasy xvi ps5 game disc,Sony,Electronics,Game Disc,sony-final-fantasy-xvi-ps5-game-disc,uploads/2026-03-09_1773072246_69aeef762a5f9_sony final fantasy xvi ps5 game disc.jpeg,80,son-ele-gme-012,69,58,2026-03-08,2026-03-28,featured,1,1,final fantasy xvi ps5 game discfantasy action role playing game with deep storytelling and combat mechanics.,"sony final fantasy xvi ps5 game discthis rpg delivers cinematic storytelling, immersive worlds, and dynamic combat designed for modern playstation gaming.",sony final fantasy xvi ps5 game disc,shop final fantasy xvi ps5 game disc with epic rpg gameplay.,2026-03-08 12:09:31
69,sony ea sports fc 24 ps5 game disc,Sony,Electronics,Game Disc,sony-ea-sports-fc-24-ps5-game-disc,uploads/2026-03-09_1773072279_69aeef97838b4_sony ea sports fc 24 ps5 game disc.jpeg,110,son-ele-gme-013,69,56,2026-03-08,2026-03-27,best,1,1,ea sports fc 24 ps5 game discfootball simulation game designed for realistic gameplay and competitive matches.,"sony ea sports fc 24 ps5 game discthis sports game delivers advanced football simulation mechanics, realistic teams, and immersive match experiences.",sony ea sports fc 24 ps5 game disc,shop ea sports fc 24 ps5 game disc with realistic football gameplay.,2026-03-08 12:09:46
71,sony resident evil 4 remake ps5 game disc,Sony,Electronics,Game Disc,sony-resident-evil-4-remake-ps5-game-disc,uploads/2026-03-09_1773072334_69aeefce29f5f_sony resident evil 4 remake ps5 game disc.webp,90,son-ele-gme-022,69,58,2026-03-08,2026-03-29,top,1,1,resident evil 4 remake ps5 discsurvival horror action game delivering intense gameplay and cinematic storytelling.,"sony resident evil 4 remake ps5 game discthis remake brings modern graphics, immersive gameplay mechanics, and intense horror storytelling to the playstation 5 platform.",sony resident evil 4 remake ps5 game disc,shop resident evil 4 remake ps5 game disc with immersive survival horror gameplay.,2026-03-08 12:17:02
72,xiaomi mi smart watch s1,Xiaomi,Electronics,Smart Watch,xiaomi-mi-smart-watch-s1,uploads/2026-03-09_1773072426_69aef02a64568_xiaomi mi smart watch s1.jpg,80,xia-ele-smw-016,199,169,2026-03-08,2026-03-28,featured,1,1,xiaomi mi smart watch s1elegant smartwatch designed for health tracking and daily wearable connectivity.,"xiaomi mi smart watch s1this smartwatch combines modern design with advanced health tracking features including heart rate monitoring, sleep analysis, and activity tracking.",xiaomi mi smart watch s1,shop xiaomi mi smart watch s1 with elegant design and health tracking features.,2026-03-08 12:17:47
73,samsung galaxy watch 5 pro smart watch,Samsung,Electronics,Smart Watch,samsung-galaxy-watch-5-pro-smart-watch,uploads/2026-03-09_1773072526_69aef08e09ed8_samsung galaxy watch 5 pro smart watch.webp,75,sam-ele-smw-017,329,289,2026-03-08,2026-03-27,best,1,1,samsung galaxy watch 5 proadvanced smartwatch built for fitness tracking and smart daily connectivity.,"samsung galaxy watch 5 prothis smartwatch supports fitness monitoring, gps tracking, health data insights, and seamless smartphone integration.",samsung galaxy watch 5 pro smart watch,shop samsung galaxy watch 5 pro with advanced health tracking.,2026-03-08 12:18:01
74,sony elden ring ps5 game disc,Sony,Electronics,Game Disc,sony-elden-ring-ps5-game-disc,uploads/2026-03-09_1773072606_69aef0deec741_sony elden ring ps5 game disc.jpg,95,son-ele-gme-018,69,58,2026-03-08,2026-03-29,top,1,1,elden ring ps5 game discopen world action rpg delivering challenging gameplay and rich fantasy exploration.,"sony elden ring ps5 game discthis action rpg features expansive world exploration, intense combat mechanics, and immersive storytelling.",sony elden ring ps5 game disc,shop elden ring ps5 game disc with epic open world gameplay.,2026-03-08 12:18:18
75,sony nba 2k24 ps5 game disc,Sony,Electronics,Game Disc,sony-nba-2k24-ps5-game-disc,uploads/2026-03-09_1773072663_69aef117355b6_sony nba 2k24 ps5 game disc.jpg,100,son-ele-gme-019,69,55,2026-03-08,2026-03-27,featured,1,1,nba 2k24 ps5 game discbasketball simulation game delivering realistic gameplay and competitive sports experience.,"sony nba 2k24 ps5 game discthis basketball game provides realistic gameplay mechanics, official teams, and immersive sports competition.",sony nba 2k24 ps5 game disc,shop nba 2k24 ps5 game disc with realistic basketball gameplay.,2026-03-08 12:18:30
76,sony call of duty modern warfare iii ps5 game disc,Sony,Electronics,Game Disc,sony-call-of-duty-modern-warfare-iii-ps5-game-disc,uploads/2026-03-09_1773072702_69aef13e6e2de_sony call of duty modern warfare iii ps5 game disc.jpg,110,son-ele-gme-020,69,57,2026-03-08,2026-03-29,best,1,1,call of duty modern warfare iii ps5 discfirst person shooter game delivering fast action gameplay and multiplayer combat.,"sony call of duty modern warfare iii ps5 game discthis shooter game offers cinematic missions, multiplayer combat, and modern warfare gameplay designed for playstation 5.",sony call of duty modern warfare iii ps5 game disc,shop call of duty modern warfare iii ps5 game disc with intense action gameplay.,2026-03-08 12:18:46
77,dell ultrasharp 24 inch monitor,Dell,Computers & Laptops,Screen,dell-ultrasharp-24-inch-monitor,uploads/2026-03-09_1773072737_69aef161838ac_dell ultrasharp 24 inch monitor.jpeg,45,del-cmp-scr-001,219,189,2026-03-08,2026-03-28,featured,1,1,"dell ultrasharp 24 inch monitorprofessional desktop monitor designed for clear visuals, daily work, and comfortable screen viewing.","dell ultrasharp 24 inch monitorthis monitor delivers sharp display quality, practical screen size, and reliable daily performance for office work, study, and general desktop use. it is suitable for users who want clean visuals and consistent viewing comfort.a dependable choice for workstations, home office setups, and productivity focused computer users.",dell ultrasharp 24 inch monitor,shop dell ultrasharp 24 inch monitor with sharp display quality and comfortable everyday viewing.,2026-03-08 12:25:44
78,hp wireless office keyboard,HP,Computers & Laptops,Keyboard,hp-wireless-office-keyboard,uploads/2026-03-09_1773072792_69aef198040e3_hp wireless office keyboard.jpg,70,hp-cmp-key-002,49,42,2026-03-08,2026-03-28,featured,1,1,hp wireless office keyboardwireless keyboard designed for comfortable typing and efficient daily office work.,"hp wireless office keyboardthis wireless keyboard offers smooth typing, practical connectivity, and a clean layout suitable for work, study, and home office use. it is designed for users who want reliable everyday keyboard performance.a practical accessory for productivity focused computer setups.",hp wireless office keyboard,shop hp wireless office keyboard with reliable typing comfort and wireless convenience.,2026-03-08 12:33:46
79,lenovo compact usb keyboard,Lenovo,Computers & Laptops,Keyboard,lenovo-compact-usb-keyboard,uploads/2026-03-09_1773072826_69aef1ba69a34_lenovo compact usb keyboard.jpg,85,len-cmp-key-003,29,24,2026-03-08,2026-03-27,top,1,1,lenovo compact usb keyboardcompact wired keyboard made for efficient typing and practical desktop use.,"lenovo compact usb keyboardthis usb keyboard is designed for dependable daily typing with a compact shape and easy desktop integration. it works well for office tasks, study sessions, and regular computer use.a simple and reliable input device for everyday workstations.",lenovo compact usb keyboard,shop lenovo compact usb keyboard for practical typing and reliable daily desktop use.,2026-03-08 12:33:46
80,asus rgb mechanical gaming keyboard,Asus,Computers & Laptops,Keyboard,asus-rgb-mechanical-gaming-keyboard,uploads/2026-03-09_1773072878_69aef1ee9a5f2_asus rgb mechanical gaming keyboard.jpg,55,asu-cmp-key-004,109,95,2026-03-08,2026-03-29,best,1,1,asus rgb mechanical gaming keyboardmechanical gaming keyboard with rgb lighting and responsive key feedback.,"asus rgb mechanical gaming keyboardthis gaming keyboard is built for fast input, tactile response, and comfortable extended use. the rgb lighting adds visual style while the mechanical switches provide responsive control for gaming and typing.a strong option for users who want performance and style in one keyboard.",asus rgb mechanical gaming keyboard,shop asus rgb mechanical gaming keyboard with responsive switches and rgb lighting.,2026-03-08 12:33:46
81,acer slim multimedia keyboard,Acer,Computers & Laptops,Keyboard,acer-slim-multimedia-keyboard,uploads/2026-03-09_1773072942_69aef22e875e4_acer slim multimedia keyboard.jpg,75,ace-cmp-key-005,39,32,2026-03-08,2026-03-27,featured,1,1,acer slim multimedia keyboardslim keyboard designed for comfortable typing and practical multimedia control.,"acer slim multimedia keyboardthis keyboard combines a slim profile with comfortable daily input and simple multimedia functionality. it is suitable for office work, study, and home desktop setups.a clean and practical keyboard for general computer use.",acer slim multimedia keyboard,shop acer slim multimedia keyboard for comfortable typing and daily desktop productivity.,2026-03-08 12:33:46
82,dell wireless precision mouse,Dell,Computers & Laptops,Mouse,dell-wireless-precision-mouse,uploads/2026-03-09_1773072998_69aef2668fe8e_dell wireless precision mouse.jpeg,80,del-cmp-mse-006,34,28,2026-03-08,2026-03-28,featured,1,1,dell wireless precision mousewireless mouse built for accurate cursor control and comfortable everyday use.,"dell wireless precision mousethis mouse offers stable wireless connectivity, comfortable handling, and responsive movement for office work, study, and regular browsing. it is designed for dependable daily desktop productivity.a practical accessory for modern workstations and home office setups.",dell wireless precision mouse,shop dell wireless precision mouse with smooth control and everyday comfort.,2026-03-08 12:33:46
83,hp bluetooth silent mouse,HP,Computers & Laptops,Mouse,hp-bluetooth-silent-mouse,uploads/2026-03-09_1773073033_69aef2897ad0f_hp bluetooth silent mouse.jpg,78,hp-cmp-mse-007,29,24,2026-03-08,2026-03-27,top,1,1,hp bluetooth silent mousequiet wireless mouse designed for smooth navigation and low noise daily use.,"hp bluetooth silent mousethis bluetooth mouse is built for silent clicking, stable movement, and comfortable handling during office work, studying, and shared workspace use. it supports practical everyday productivity with less distraction.a useful accessory for quiet and efficient computer use.",hp bluetooth silent mouse,shop hp bluetooth silent mouse for quiet clicks and smooth everyday productivity.,2026-03-08 12:33:46
84,lenovo precision optical mouse,Lenovo,Computers & Laptops,Mouse,lenovo-precision-optical-mouse,uploads/2026-03-09_1773073060_69aef2a474bfe_lenovo precision optical mouse.webp,82,len-cmp-mse-008,24,19,2026-03-08,2026-03-27,featured,1,1,lenovo precision optical mouseoptical mouse designed for precise movement and dependable daily desktop control.,"lenovo precision optical mousethis mouse provides accurate tracking and comfortable hand feel for office work, online study, and routine desktop tasks. it is suited for users who want a reliable input device for everyday productivity.a practical mouse for consistent computer use.",lenovo precision optical mouse,shop lenovo precision optical mouse with accurate tracking and dependable daily performance.,2026-03-08 12:33:46
85,acer rgb gaming mouse,Acer,Computers & Laptops,Mouse,acer-rgb-gaming-mouse,uploads/2026-03-09_1773073102_69aef2ce78ab7_acer rgb gaming mouse.webp,68,ace-cmp-mse-009,42,35,2026-03-08,2026-03-29,best,1,1,"acer rgb gaming mousegaming mouse designed for fast response, smooth tracking, and ergonomic control.","acer rgb gaming mousethis mouse is made for gamers and active users who want responsive control, comfortable grip, and stable tracking performance. the rgb lighting adds a modern visual touch to desktop setups.a strong option for gaming and general high speed computer use.",acer rgb gaming mouse,shop acer rgb gaming mouse with responsive tracking and ergonomic gaming design.,2026-03-08 12:33:46
86,hp full hd 22 inch monitor,HP,Computers & Laptops,Screen,hp-full-hd-22-inch-monitor,uploads/2026-03-09_1773073172_69aef314aeaf2_hp full hd 22 inch monitor.jpeg,48,hp-cmp-scr-010,149,129,2026-03-08,2026-03-27,featured,1,1,"hp full hd 22 inch monitorcompact monitor designed for daily office work, study, and clear screen viewing.","hp full hd 22 inch monitorthis monitor provides practical screen clarity and comfortable everyday viewing for document work, browsing, online classes, and home office tasks. it is suitable for users who want a balanced and compact display solution.a dependable monitor for routine desktop productivity.",hp full hd 22 inch monitor,shop hp full hd 22 inch monitor with clear display quality for daily productivity.,2026-03-08 12:33:46
87,lenovo ips office monitor 24 inch,Lenovo,Computers & Laptops,Screen,lenovo-ips-office-monitor-24-inch,uploads/2026-03-09_1773073238_69aef35644d10_lenovo ips office monitor 24 inch.jpeg,44,len-cmp-scr-011,179,155,2026-03-08,2026-03-28,top,1,1,"lenovo ips office monitor 24 inchoffice monitor designed for sharp visuals, comfortable viewing, and productive desktop work.","lenovo ips office monitor 24 inchthis ips monitor offers reliable display clarity and comfortable screen viewing for professional work, study, and daily computer tasks. its practical size makes it suitable for office desks and home workstations.a useful display solution for productivity focused users.",lenovo ips office monitor 24 inch,shop lenovo ips office monitor 24 inch with clear visuals and comfortable daily viewing.,2026-03-08 12:33:46
88,asus full hd gaming monitor 27 inch,Asus,Computers & Laptops,Screen,asus-full-hd-gaming-monitor-27-inch,uploads/2026-03-09_1773073286_69aef38679d0d_asus full hd gaming monitor 27 inch.webp,38,asu-cmp-scr-012,229,199,2026-03-08,2026-03-29,best,1,1,"asus full hd gaming monitor 27 inchgaming monitor built for sharp visuals, smooth display performance, and immersive screen experience.","asus full hd gaming monitor 27 inchthis monitor is designed for gaming, entertainment, and extended desktop use with a large display area and practical visual clarity. it suits users who want responsive visuals and a more immersive setup.a strong choice for gaming desks and multimedia use.",asus full hd gaming monitor 27 inch,shop asus full hd gaming monitor 27 inch with smooth visuals and immersive display quality.,2026-03-08 12:33:46
89,dell usb stereo desktop speaker,Dell,Computers & Laptops,Speaker,dell-usb-stereo-desktop-speaker,uploads/2026-03-09_1773074533_69aef8657f0ee_dell usb stereo desktop speaker.jpg,62,del-cmp-spk-013,39,32,2026-03-08,2026-03-27,featured,1,1,dell usb stereo desktop speakerdesktop speaker designed for clear audio output and practical everyday computer use.,"dell usb stereo desktop speakerthis desktop speaker provides balanced audio for video calls, music playback, and everyday multimedia use. it is suited for office desks, study setups, and simple home computer use.a practical audio accessory for routine desktop listening.",dell usb stereo desktop speaker,shop dell usb stereo desktop speaker for clear everyday desktop audio.,2026-03-08 12:33:46
90,hp multimedia computer speaker,HP,Computers & Laptops,Speaker,hp-multimedia-computer-speaker,uploads/2026-03-09_1773074576_69aef89043e1b_hp multimedia computer speaker.jpg,58,hp-cmp-spk-014,34,28,2026-03-08,2026-03-27,top,1,1,hp multimedia computer speakercompact speaker system built for daily multimedia playback and clear desktop sound.,"hp multimedia computer speakerthis speaker is designed for users who want simple audio support for music, videos, online meetings, and general computer entertainment. it fits easily into office desks and study environments.a reliable speaker for everyday desktop listening needs.",hp multimedia computer speaker,shop hp multimedia computer speaker with compact design and clear desktop sound.,2026-03-08 12:33:46
91,lenovo compact desktop speaker,Lenovo,Computers & Laptops,Speaker,lenovo-compact-desktop-speaker,uploads/2026-03-09_1773074615_69aef8b78b90e_lenovo compact desktop speaker.jpg,60,len-cmp-spk-015,32,26,2026-03-08,2026-03-26,featured,1,1,"lenovo compact desktop speakercompact speaker designed for casual listening, calls, and daily desktop audio support.","lenovo compact desktop speakerthis desktop speaker offers practical sound performance for everyday use, including meetings, study sessions, and music playback. its compact design works well in limited desk space.a useful audio accessory for regular computer users.",lenovo compact desktop speaker,shop lenovo compact desktop speaker with practical sound for everyday computer use.,2026-03-08 12:33:46
92,sony desktop stereo speaker system,Sony,Computers & Laptops,Speaker,sony-desktop-stereo-speaker-system,uploads/2026-03-09_1773074640_69aef8d0bd54f_sony desktop stereo speaker system.jpg,52,son-cmp-spk-016,69,59,2026-03-08,2026-03-28,best,1,1,sony desktop stereo speaker systemstereo speaker system built for richer desktop sound and everyday multimedia use.,"sony desktop stereo speaker systemthis speaker system provides fuller audio output for music, videos, and multimedia playback on desktop setups. it is suitable for users who want improved listening quality for daily entertainment and computer use.a strong option for casual desktop audio enhancement.",sony desktop stereo speaker system,shop sony desktop stereo speaker system for richer desktop sound and multimedia playback.,2026-03-08 12:33:46
93,acer office wireless mouse,Acer,Computers & Laptops,Mouse,acer-office-wireless-mouse,uploads/2026-03-09_1773074680_69aef8f864ed4_acer office wireless mouse.jpg,76,ace-cmp-mse-017,27,22,2026-03-08,2026-03-26,new_arrival,1,1,acer office wireless mousewireless mouse designed for comfortable daily use and dependable computer control.,"acer office wireless mousethis wireless mouse offers practical grip, smooth movement, and stable daily performance for office work, browsing, and regular computer tasks. it is ideal for users who want simple wireless convenience in desktop setups.a reliable mouse for productivity focused use.",acer office wireless mouse,shop acer office wireless mouse with smooth control and practical daily comfort.,2026-03-08 12:33:46
94,dell professional wired keyboard,Dell,Computers & Laptops,Keyboard,dell-professional-wired-keyboard,uploads/2026-03-09_1773074723_69aef9233e59d_dell professional wired keyboard.jpg,74,del-cmp-key-018,35,29,2026-03-08,2026-03-27,featured,1,1,dell professional wired keyboardprofessional wired keyboard designed for reliable typing and everyday office productivity.,"dell professional wired keyboardthis wired keyboard provides practical typing comfort, stable connection, and a clean professional layout for office tasks, data entry, and routine work. it is suitable for users who want consistent input performance without wireless setup.a dependable keyboard for daily desktop productivity.",dell professional wired keyboard,shop dell professional wired keyboard with reliable typing and stable office performance.,2026-03-08 12:33:46
95,loreal matte lipstick red velvet,Loreal,Health & Beauty,Makeup,loreal-matte-lipstick-red-velvet,uploads/2026-03-09_1773074839_69aef997e01a3_loreal matte lipstick red velvet.webp,120,lor-hab-lip-001,19,16,2026-03-08,2026-03-29,featured,1,1,loreal matte lipstick red velvetclassic matte lipstick designed for rich color coverage and long lasting wear.,"loreal matte lipstick red velvetthis lipstick provides smooth application, vibrant pigmentation, and a comfortable matte finish suitable for everyday makeup looks or evening style. the creamy formula helps maintain lip hydration while delivering bold color impact.a reliable makeup product for users who enjoy elegant and long lasting lip color.",loreal matte lipstick red velvet,shop loreal matte lipstick red velvet with smooth matte finish and vibrant color.,2026-03-08 12:58:25
96,gucci beauty satin lipstick rose bloom,Gucci Beauty,Health & Beauty,Makeup,gucci-beauty-satin-lipstick-rose-bloom,uploads/2026-03-09_1773074948_69aefa04a8d7b_gucci beauty satin lipstick rose bloom.webp,120,gb-hab-lip-001,45,39,2026-03-08,2026-03-29,featured,1,1,gucci beauty satin lipstickluxury lipstick with smooth satin finish and elegant everyday color.,gucci beauty satin lipstick rose bloomthis premium lipstick delivers rich color payoff with a silky satin texture. it is designed for comfortable daily wear while giving lips a polished and refined look.a suitable choice for customers who want a luxury makeup product with elegant finish and soft application.,gucci beauty satin lipstick rose bloom,shop gucci beauty satin lipstick rose bloom with elegant satin finish and luxury color payoff.,2026-03-08 14:05:04
97,ysl beauty velvet matte lipstick ruby,YSL Beauty,Health & Beauty,Makeup,ysl-beauty-velvet-matte-lipstick-ruby,uploads/2026-03-09_1773075064_69aefa7817c92_ysl beauty velvet matte lipstick ruby.webp,115,ysl-hab-lip-001,42,36,2026-03-08,2026-03-29,featured,1,1,ysl beauty velvet matte lipstickelegant matte lipstick created for bold color and long lasting wear.,ysl beauty velvet matte lipstick rubythis lipstick offers a velvety matte finish with vibrant pigmentation and comfortable application. it works well for both classic daily looks and evening makeup styles.a strong option for users who want premium lip color with modern matte texture.,ysl beauty velvet matte lipstick ruby,shop ysl beauty velvet matte lipstick ruby with bold color and smooth matte finish.,2026-03-08 14:05:04
98,dior beauty rouge lipstick crimson,Dior Beauty,Health & Beauty,Makeup,dior-beauty-rouge-lipstick-crimson,uploads/2026-03-09_1773075139_69aefac395f29_dior beauty rouge lipstick crimson.jpg,110,dio-hab-lip-001,48,40,2026-03-08,2026-03-29,best,1,1,dior beauty rouge lipstickluxury lipstick designed for intense pigment and a refined creamy finish.,dior beauty rouge lipstick crimsonthis lipstick combines bold color intensity with a soft creamy texture for elegant wear. it is suitable for users who enjoy premium lip products with classic luxury styling.an ideal product for sophisticated makeup collections and statement lip looks.,dior beauty rouge lipstick crimson,shop dior beauty rouge lipstick crimson with rich pigment and creamy luxury finish.,2026-03-08 14:05:04
99,chanel beauty hydrating lipstick pink,Chanel Beauty,Health & Beauty,Makeup,chanel-beauty-hydrating-lipstick-pink,uploads/2026-03-09_1773075236_69aefb24cfdef_chanel beauty hydrating lipstick pink.webp,105,cha-hab-lip-001,50,44,2026-03-08,2026-03-29,featured,1,1,chanel beauty hydrating lipstickmoisturizing lipstick with elegant color and comfortable wear.,chanel beauty hydrating lipstick pinkthis hydrating lipstick is made for users who want soft lip comfort with premium color finish. its smooth formula supports everyday makeup routines while maintaining a polished luxury appearance.a refined lip product for natural elegance and daily beauty use.,chanel beauty hydrating lipstick pink,shop chanel beauty hydrating lipstick pink with soft moisture and elegant color finish.,2026-03-08 14:05:04
100,mac cosmetics matte lipstick retro red,MAC Cosmetics,Health & Beauty,Makeup,mac-cosmetics-matte-lipstick-retro-red,uploads/2026-03-09_1773075324_69aefb7c928e5_mac cosmetics matte lipstick retro red.jpg,125,mac-hab-lip-001,30,26,2026-03-08,2026-03-29,top,1,1,mac cosmetics matte lipstickprofessional matte lipstick with bold color and smooth application.,mac cosmetics matte lipstick retro redthis lipstick offers strong pigmentation and a classic matte finish suitable for professional makeup looks. it is designed for long lasting wear and balanced comfort throughout the day.a practical choice for customers who enjoy iconic lip color in a trusted makeup brand.,mac cosmetics matte lipstick retro red,shop mac cosmetics matte lipstick retro red with bold professional color and classic matte finish.,2026-03-08 14:05:04
